cpu_usage,memory_usage,latency,error_rate,outage
30.13,37.7,171.7,1.68,0
51.79,52.15,36.78,3.39,0
26.91,66.07,7.16,1.29,0
71.54,103.4,2088.38,37.2,1
53.03,28.75,72.29,2.77,0
64.89,98.43,1234.22,36.83,1
54.2,28.01,121.43,0.84,0
59.45,27.66,112.01,1.62,0
69.87,42.32,162.56,1.35,0
39.64,62.46,159.38,1.83,0
18.13,43.01,121.95,3.76,0
24.36,30.85,55.77,1.59,0
36.48,6.57,89.62,3.78,0
40.63,49.5,82.19,2.51,0
27.87,80.07,172.71,2.09,0
45.68,28.18,161.37,2.98,0
20.05,70.98,83.08,1.88,0
32.75,38.39,143.52,3.17,0
25.07,61.29,74.18,1.52,0
115.52,113.66,1824.22,26.25,1
7.77,72.67,206.96,1.48,0
29.61,44.82,73.84,2.68,0
93.06,118.22,1079.3,43.0,1
19.75,1.66,134.77,2.56,0
36.98,79.01,154.45,2.72,0
28.67,106.68,131.54,1.93,1
37.61,55.25,159.44,1.19,0
44.94,47.69,74.7,-0.33,0
44.91,40.94,150.52,2.92,0
81.09,105.52,1081.16,45.05,1
-10.14,47.91,129.06,2.7,0
30.26,58.57,168.07,2.76,0
39.4,16.98,140.12,1.62,0
123.63,88.19,990.19,16.42,1
35.91,23.29,100.61,0.21,0
18.83,25.93,170.79,1.54,0
29.22,38.03,27.76,0.52,0
40.47,80.91,90.91,1.43,0
31.73,47.59,100.62,-0.04,0
57.2,78.64,217.09,1.4,0
48.39,22.23,83.86,1.59,0
38.24,58.8,80.5,2.96,0
100.84,90.72,865.03,43.14,1
50.53,81.5,37.98,3.86,0
38.75,82.67,99.87,0.35,0
34.53,40.88,117.16,2.18,0
47.9,75.53,105.44,0.9,0
40.93,39.52,159.3,0.86,0
50.22,51.25,144.69,1.92,0
118.08,156.43,1980.99,47.79,1
50.26,54.44,67.62,-0.0,0
31.59,69.97,81.88,1.65,0
47.68,35.32,108.6,1.22,0
41.36,49.89,131.01,3.35,0
52.79,68.73,174.07,3.06,0
23.71,80.97,79.81,1.87,0
96.63,64.56,1644.8,30.64,1
36.59,75.24,115.73,1.51,0
36.33,71.13,186.79,0.17,0
73.77,76.73,765.98,35.09,0
40.03,57.78,173.95,1.0,0
42.68,46.89,158.73,2.43,0
15.29,55.5,87.88,2.6,0
38.24,75.75,82.16,3.23,0
27.16,52.0,140.96,2.53,0
27.57,52.11,50.97,3.41,0
36.94,56.04,137.77,1.27,0
47.27,56.63,117.08,2.76,0
45.84,51.32,50.85,1.45,0
39.27,76.58,77.95,1.75,0
37.2,18.72,129.6,0.4,0
23.95,55.97,170.27,2.26,0
46.74,50.84,172.42,3.03,0
22.91,49.38,127.15,1.26,0
91.34,116.47,1527.94,29.78,1
98.1,98.69,1779.8,23.56,1
54.49,50.19,153.21,2.32,0
30.96,55.04,104.64,2.46,0
29.89,68.87,108.76,1.1,0
58.21,81.6,109.02,3.42,0
31.6,69.61,128.85,1.88,0
37.87,33.65,132.22,2.15,0
32.78,39.7,133.14,3.51,0
51.6,59.48,121.4,2.24,0
7.63,67.24,131.54,0.7,0
30.88,65.49,98.95,2.33,0
46.85,57.39,154.08,2.19,0
48.48,45.35,83.1,0.49,0
65.17,14.49,118.74,1.61,0
45.26,55.12,137.52,1.35,0
48.69,25.01,128.02,0.99,0
58.14,41.39,137.93,2.25,0
41.25,49.09,83.45,3.07,0
65.85,81.27,64.09,1.25,0
16.73,34.13,126.05,2.68,0
42.4,63.59,113.25,3.32,0
9.45,36.55,67.1,0.27,0
108.99,67.99,1873.69,35.88,1
63.23,25.8,73.68,2.73,0
47.89,35.14,168.46,0.25,0
95.31,89.41,1700.18,45.98,1
54.33,23.96,148.2,2.33,0
-1.07,60.63,60.52,1.09,0
50.78,48.69,107.13,4.35,0
32.57,52.68,198.31,1.64,0
43.89,58.03,49.63,1.32,0
37.72,22.31,125.88,1.88,0
73.62,37.42,84.93,2.75,0
23.66,24.33,159.43,0.73,0
27.58,54.63,126.93,2.04,0
76.52,59.6,1221.51,41.46,1
-7.03,15.62,149.37,2.5,0
19.95,56.93,132.0,1.0,0
45.08,62.0,129.11,1.28,0
24.29,11.65,176.2,2.06,0
17.94,67.83,144.61,0.71,0
44.87,86.08,173.5,1.1,0
12.02,76.13,79.18,1.55,0
18.33,37.92,139.93,1.88,0
42.07,41.27,182.82,2.31,0
37.22,46.56,185.18,0.57,0
24.39,24.99,146.42,0.62,0
53.32,24.24,68.54,0.15,0
36.67,32.29,129.38,1.41,0
52.35,31.98,106.79,3.35,0
66.24,70.58,1049.49,34.47,1
40.89,82.22,102.98,3.21,0
39.82,58.77,18.83,2.66,0
50.9,52.36,194.69,3.85,0
51.65,36.93,67.21,2.67,0
19.14,80.71,129.09,1.42,0
23.68,54.66,91.94,1.57,0
107.97,104.98,1940.36,47.35,1
44.45,67.85,146.25,2.48,0
59.71,122.79,1618.6,42.39,1
84.28,123.91,1617.69,38.68,1
66.58,38.14,166.25,3.08,0
26.34,68.71,102.4,0.79,0
38.48,81.27,160.52,2.58,0
75.28,47.12,125.67,2.31,0
66.32,82.72,959.94,29.62,0
31.71,79.82,112.86,1.29,0
9.64,77.6,92.87,2.09,0
55.69,71.52,94.22,1.86,0
41.33,64.07,114.47,2.95,0
56.41,77.66,95.55,3.64,0
55.92,51.69,127.71,3.11,0
5.44,47.11,78.54,3.15,0
11.32,46.77,132.09,3.13,0
54.4,62.0,126.32,0.53,0
61.34,5.9,96.01,2.96,0
28.35,34.16,91.9,0.99,0
49.88,11.89,117.07,2.51,0
45.72,64.68,71.18,0.89,0
29.43,12.11,176.03,0.49,0
29.0,46.58,139.82,1.93,0
65.72,32.66,100.58,1.12,0
25.81,61.45,86.23,1.56,0
22.03,4.41,136.71,2.22,0
41.7,38.32,74.56,2.83,0
27.82,61.42,76.7,1.67,0
49.12,42.7,55.46,3.37,0
31.14,10.6,87.85,3.24,0
66.63,88.35,1713.67,48.32,1
31.85,63.7,225.06,1.77,0
90.45,79.18,1776.99,36.23,1
45.32,80.9,79.2,1.92,0
36.36,25.86,188.94,0.97,0
85.14,53.45,140.4,2.72,1
92.36,100.75,1409.8,49.66,1
58.3,52.04,145.73,1.73,0
74.15,100.62,1523.92,18.86,1
36.63,51.36,72.14,1.89,0
17.93,86.27,191.2,0.41,0
28.37,29.08,124.27,4.58,0
39.4,39.26,178.01,1.84,0
40.27,60.7,76.93,2.83,0
28.51,48.67,33.91,1.02,0
38.9,33.34,159.59,0.69,0
21.25,66.54,134.23,2.43,0
44.58,93.91,87.07,-1.32,1
23.94,78.08,123.17,2.8,0
50.4,49.36,62.83,1.79,0
23.65,29.9,145.56,3.67,0
54.02,95.44,115.56,3.05,1
21.48,62.46,110.66,2.81,0
34.18,53.28,47.17,2.83,0
28.53,54.6,156.99,0.82,0
40.96,31.65,72.6,2.33,0
47.83,52.53,104.4,2.93,0
66.86,43.45,185.86,2.28,0
73.51,57.16,888.15,51.15,0
33.39,19.98,187.57,2.19,0
7.3,38.07,107.82,2.09,0
51.75,31.25,174.52,2.1,0
36.82,52.41,89.11,1.19,0
49.04,47.7,196.55,1.82,0
46.31,36.35,124.63,0.74,0
44.71,55.9,116.82,2.43,0
40.65,55.58,157.41,3.39,0
43.86,40.4,113.86,2.45,0
38.55,7.68,148.22,2.19,0
43.58,51.89,107.4,2.1,0
53.23,34.08,139.22,0.97,0
31.98,45.15,108.19,2.17,0
47.81,39.7,212.34,2.17,0
33.32,66.63,76.07,2.02,0
72.35,96.31,764.55,43.58,1
35.13,86.45,149.31,3.1,0
56.91,90.83,125.08,1.65,1
52.78,70.51,181.85,1.55,0
75.7,89.8,1940.72,38.17,1
69.12,54.66,147.18,3.64,0
47.08,51.16,106.42,1.33,0
34.84,63.43,121.43,3.14,0
96.31,112.86,800.82,27.32,1
56.26,52.36,132.51,2.72,0
54.2,41.73,182.43,-0.04,0
33.06,31.28,134.27,0.28,0
70.33,69.05,128.72,1.79,0
23.69,63.05,153.54,2.4,0
49.78,55.54,130.46,2.52,0
50.44,45.54,150.5,1.61,0
8.36,46.42,102.99,2.37,0
40.84,58.74,175.03,2.03,0
34.36,31.71,96.83,2.89,0
41.48,37.89,175.26,5.67,0
51.33,46.32,116.07,1.78,0
47.74,80.01,175.73,2.56,0
17.91,98.66,132.54,2.48,1
32.94,68.72,152.49,2.31,0
16.13,22.42,102.97,2.85,0
78.86,40.22,146.7,0.59,0
76.56,49.62,75.49,0.81,0
48.47,37.77,226.49,2.27,0
20.44,61.58,159.05,2.5,0
49.69,48.2,114.02,1.38,0
54.49,63.17,89.71,0.88,0
51.39,76.31,160.24,1.4,0
65.62,105.42,107.22,1.71,1
38.52,78.25,66.72,1.21,0
36.04,77.65,121.49,2.26,0
97.58,71.47,590.54,39.08,1
45.99,59.75,106.11,1.68,0
46.58,27.49,228.99,1.05,0
55.33,60.35,45.27,2.06,0
33.45,104.42,120.43,2.78,1
34.33,57.07,166.09,2.78,0
51.98,24.31,58.71,2.08,0
74.65,112.88,1309.27,30.85,1
39.63,64.93,129.29,1.18,0
27.24,65.89,113.78,1.82,0
42.35,36.72,135.86,2.84,0
25.27,75.79,115.13,0.84,0
28.46,55.25,95.21,2.34,0
57.3,58.97,167.33,2.04,0
62.45,18.66,95.24,2.77,0
43.45,35.81,83.53,2.3,0
32.18,67.02,55.66,2.28,0
25.54,61.26,85.95,2.57,0
37.86,54.3,138.14,3.54,0
45.56,43.04,128.14,1.81,0
64.15,74.45,139.06,1.82,0
35.1,2.15,97.91,2.07,0
64.79,67.62,142.4,1.02,0
39.4,50.39,162.41,1.98,0
31.36,55.97,167.96,2.51,0
67.74,53.39,1688.57,37.84,1
39.64,45.01,93.32,0.91,0
33.14,64.95,211.1,1.7,0
43.35,26.1,110.27,2.47,0
66.06,76.38,1946.69,24.45,1
9.86,54.61,98.22,1.38,0
58.62,74.74,100.32,2.13,0
61.59,28.09,172.81,0.95,0
17.58,99.06,144.95,-0.94,1
19.04,48.63,129.07,1.37,0
41.08,37.67,148.61,0.7,0
37.88,59.64,150.25,2.96,0
94.1,42.16,1872.95,14.54,1
45.52,50.45,153.32,2.91,0
50.78,59.21,144.0,2.02,0
60.87,48.42,126.8,2.16,0
28.22,86.99,71.15,2.01,0
29.29,71.76,146.86,3.47,0
46.29,57.43,145.14,1.72,0
32.88,83.43,37.28,2.59,0
28.52,44.24,126.15,2.16,0
31.65,55.04,43.64,3.31,0
60.74,-3.62,71.93,3.34,0
65.92,57.49,124.64,1.27,0
31.43,52.63,102.98,1.47,0
36.09,75.14,108.43,2.9,0
46.36,74.19,103.13,2.26,0
68.27,76.11,2119.86,48.49,1
27.89,46.88,79.99,0.6,0
53.29,77.29,70.35,1.49,0
42.98,75.59,125.73,1.86,0
48.51,18.4,169.03,1.65,0
20.62,34.08,84.23,1.58,0
65.41,52.18,119.18,-0.05,0
62.75,47.92,96.93,0.79,0
86.96,101.08,699.35,37.75,1
43.32,77.8,165.0,1.86,0
29.95,60.66,74.6,2.18,0
113.02,93.7,1008.72,12.55,1
9.53,27.63,144.03,1.96,0
33.31,39.84,70.22,3.06,0
15.8,31.06,107.52,2.91,0
23.17,60.66,143.87,2.16,0
53.69,45.83,155.03,1.47,0
78.84,83.51,64.22,3.07,0
68.89,38.32,37.61,1.56,0
37.19,22.21,96.45,1.6,0
17.43,28.38,160.16,1.22,0
44.3,25.71,183.89,2.45,0
48.57,28.51,86.99,3.49,0
27.72,43.58,166.32,3.09,0
25.76,9.49,188.75,1.76,0
46.38,40.12,107.44,0.74,0
46.35,80.46,82.85,2.49,0
71.59,76.88,913.86,14.72,0
44.86,47.19,105.69,1.15,0
38.62,66.22,156.13,4.73,0
47.17,64.23,86.77,2.41,0
48.47,42.86,95.75,2.78,0
55.02,36.44,158.83,1.72,0
65.05,50.79,1931.59,30.58,1
16.4,65.89,87.56,1.29,0
28.05,55.82,143.29,0.36,0
43.52,59.29,49.13,1.52,0
19.76,39.22,130.35,0.63,0
31.51,63.42,180.24,3.55,0
25.64,28.07,115.46,2.13,0
29.96,46.01,142.44,2.41,0
37.78,4.71,175.82,2.76,0
36.82,86.72,171.01,1.36,0
51.94,71.0,113.17,3.96,0
42.94,69.44,140.03,2.73,0
44.71,76.1,0.67,3.59,0
33.15,71.11,143.93,1.38,0
48.66,20.65,113.61,3.52,0
40.62,39.75,172.19,2.25,0
53.37,76.05,84.34,0.98,0
35.02,85.33,122.62,0.95,0
30.2,43.31,135.89,0.82,0
109.86,110.79,1813.36,48.28,1
45.6,42.29,122.51,1.87,0
60.66,40.88,159.52,0.88,0
23.76,44.74,82.1,4.08,0
17.07,20.56,155.2,2.22,0
39.72,46.78,159.01,1.96,0
40.71,49.25,115.13,4.66,0
30.82,45.32,147.49,2.58,0
28.8,86.54,144.82,0.2,0
59.4,48.95,1319.97,43.69,1
47.24,76.93,150.85,2.41,0
36.2,68.94,152.95,2.04,0
48.7,39.91,125.76,2.12,0
77.95,24.76,104.99,3.09,0
43.86,109.79,41.93,1.65,1
40.58,39.6,111.9,3.17,0
34.31,52.09,155.66,1.7,0
94.12,124.91,1190.63,42.95,1
45.84,64.01,87.03,2.44,0
41.1,38.37,152.22,2.42,0
46.11,85.28,41.69,2.2,0
46.43,69.86,149.48,2.28,0
32.44,34.86,144.67,1.33,0
60.16,22.7,99.56,1.21,0
37.54,23.5,121.45,3.62,0
64.26,104.65,1217.85,26.5,1
-4.66,4.91,140.16,1.67,0
29.76,49.32,67.11,0.99,0
23.24,42.49,115.11,1.67,0
56.53,43.92,135.6,2.33,0
38.12,51.53,146.93,2.93,0
32.61,40.64,113.72,0.85,0
43.63,56.18,77.24,2.98,0
55.74,41.02,206.51,2.96,0
37.31,43.2,181.7,1.78,0
62.12,43.44,-7.2,4.29,0
22.08,80.1,204.78,4.42,0
32.5,38.1,118.21,1.05,0
50.09,71.14,120.22,2.06,0
37.55,46.83,124.7,1.53,0
52.32,35.47,66.48,1.5,0
81.89,67.66,2091.94,45.31,1
61.98,96.03,841.22,24.32,1
24.53,70.32,100.25,2.8,0
42.17,40.0,97.53,0.73,0
21.24,65.16,199.41,2.22,0
13.83,71.06,147.17,2.39,0
52.04,51.74,107.65,1.1,0
48.34,16.28,128.28,3.46,0
20.48,15.41,180.06,1.68,0
29.95,22.21,133.32,1.18,0
29.9,61.07,69.49,3.28,0
36.94,53.25,112.34,3.12,0
53.72,9.58,135.51,1.49,0
21.96,37.5,152.92,3.06,0
48.29,50.6,101.23,2.03,0
18.95,70.33,97.07,4.19,0
57.61,70.11,101.18,3.63,0
125.16,48.94,667.0,37.71,1
1.78,49.24,156.34,3.46,0
53.37,61.05,164.05,2.22,0
57.57,58.12,109.21,2.08,0
15.47,65.87,51.23,4.6,0
30.71,54.59,198.01,3.03,0
56.64,70.56,159.36,1.29,0
121.82,50.3,1542.82,15.1,1
92.0,89.07,1634.64,46.29,1
55.98,53.27,170.5,3.48,0
42.73,9.3,110.58,2.67,0
37.68,53.95,192.24,2.59,0
46.71,34.75,130.6,1.08,0
45.88,59.24,148.58,2.5,0
52.96,52.58,100.77,2.55,0
30.93,56.76,127.95,2.53,0
62.88,21.5,174.15,4.24,0
25.51,28.52,112.24,2.84,0
46.39,38.35,85.87,0.95,0
43.89,45.61,66.32,0.4,0
35.21,17.71,191.93,2.58,0
45.44,43.69,145.67,1.41,0
48.95,55.88,120.67,2.19,0
58.63,74.08,107.22,2.12,0
54.56,68.08,138.45,1.62,0
74.24,66.48,167.52,0.84,0
33.69,29.76,138.28,3.53,0
43.41,65.52,68.16,1.27,0
25.84,55.52,109.47,1.58,0
46.53,54.04,105.19,1.19,0
118.45,114.35,1321.67,13.51,1
58.35,37.55,131.65,0.95,0
8.79,46.25,107.68,1.73,0
111.94,115.99,1882.04,47.54,1
39.8,59.28,96.56,1.56,0
33.26,31.88,114.46,0.06,0
90.34,96.74,1437.88,29.58,1
52.58,46.89,107.56,2.31,0
32.26,52.18,130.38,3.29,0
71.74,-10.93,178.48,2.19,0
45.62,82.83,99.94,1.99,0
21.98,57.37,3.21,4.35,0
59.7,53.46,125.32,0.76,0
32.41,12.37,149.81,2.1,0
30.35,75.81,214.73,-0.11,0
85.02,85.63,1105.16,42.15,1
39.51,74.23,139.35,-0.7,0
44.38,67.0,148.27,1.73,0
47.47,92.49,173.29,2.06,1
53.27,26.81,67.45,2.04,0
62.7,21.84,164.94,2.13,0
50.29,57.7,137.25,0.99,0
25.95,90.72,61.17,2.33,1
25.22,54.53,140.88,2.87,0
35.01,101.1,152.31,2.4,1
16.58,19.65,142.8,0.89,0
33.78,72.25,155.14,0.59,0
47.78,50.36,103.4,2.44,0
35.68,52.15,113.45,1.77,0
50.54,60.58,148.54,3.21,0
22.22,44.49,29.2,3.11,0
12.29,63.57,140.44,2.94,0
66.54,101.31,1252.1,36.59,1
47.0,62.24,82.69,4.28,0
31.16,87.87,169.07,1.26,0
49.54,25.12,69.36,0.54,0
49.27,64.13,111.49,1.94,0
101.17,110.47,1828.02,38.46,1
46.88,34.32,116.01,2.39,0
24.92,78.45,177.85,1.21,0
85.33,91.21,762.77,22.43,1
63.47,21.13,175.09,-0.64,0
41.79,29.42,55.38,2.64,0
45.41,17.45,151.54,2.04,0
75.04,43.93,105.31,2.52,0
25.87,43.16,90.38,2.12,0
37.46,57.61,175.12,4.35,0
40.93,36.96,135.24,1.49,0
39.17,72.89,148.51,2.93,0
36.76,85.7,105.81,2.97,0
67.04,64.47,86.53,0.56,0
46.73,59.58,94.83,3.08,0
68.42,99.6,947.87,37.29,1
38.53,38.22,71.29,3.36,0
65.35,33.78,111.57,0.93,0
51.87,74.61,208.92,1.81,0
38.24,60.85,131.19,0.8,0
27.31,43.55,96.62,1.36,0
45.9,32.48,83.3,-0.73,0
52.18,41.53,177.78,1.1,0
39.43,36.89,113.3,2.22,0
44.55,43.1,114.65,0.99,0
57.09,98.81,118.51,2.47,1
82.59,59.42,1718.99,44.92,1
34.76,36.96,79.39,-0.02,0
58.61,48.62,111.31,2.2,0
45.81,68.05,77.31,2.52,0
11.44,45.86,119.62,1.63,0
38.61,93.71,150.92,3.55,1
21.34,43.02,110.18,0.56,0
31.51,82.92,105.04,1.84,0
28.6,33.42,34.38,2.52,0
31.23,45.01,154.19,0.97,0
27.2,54.03,133.78,1.16,0
30.32,21.47,96.67,3.52,0
40.29,23.88,169.01,1.64,0
58.54,44.85,132.84,2.58,0
22.71,89.11,145.26,2.45,0
47.22,37.15,156.2,4.11,0
41.06,9.14,93.76,3.27,0
34.01,78.27,173.25,2.59,0
53.87,33.59,115.96,1.1,0
24.61,69.64,96.88,2.87,0
33.45,-12.37,183.59,1.62,0
46.28,72.01,241.31,0.9,0
67.75,94.53,1224.43,52.53,1
73.08,89.72,1993.68,31.96,1
44.59,43.71,151.3,1.63,0
51.57,33.34,146.06,1.78,0
42.5,48.72,87.44,1.54,0
68.51,42.28,137.99,2.08,0
52.28,5.62,151.71,1.27,0
28.01,56.16,175.66,3.03,0
23.17,56.88,101.74,0.47,0
16.98,84.34,126.9,3.1,0
30.0,20.84,145.42,1.14,0
92.26,61.49,660.76,19.18,1
37.59,27.16,164.62,0.21,0
24.79,60.17,120.96,3.53,0
39.45,78.2,103.25,3.2,0
64.32,34.79,133.28,2.33,0
22.47,64.99,130.86,1.84,0
38.65,48.64,115.99,1.88,0
41.29,44.03,119.71,3.16,0
28.48,47.71,115.88,0.82,0
21.15,43.21,101.4,1.21,0
46.79,47.06,143.52,1.88,0
42.34,78.46,143.61,1.33,0
120.11,111.8,758.38,41.39,1
24.21,63.22,68.92,3.12,0
45.07,63.51,117.28,1.77,0
42.04,46.41,130.22,1.26,0
37.46,76.33,85.83,0.93,0
16.4,77.92,106.73,2.49,0
19.29,46.23,120.69,1.83,0
11.18,58.01,76.99,2.37,0
64.2,66.64,2.93,1.38,0
31.37,47.76,65.3,1.45,0
78.91,58.58,111.17,0.48,0
65.45,69.97,141.86,0.79,0
24.22,85.91,135.66,2.92,0
39.91,41.17,74.11,3.26,0
88.98,101.84,780.77,28.15,1
61.0,50.83,85.25,1.61,0
94.98,108.68,1866.94,41.71,1
40.88,73.74,145.19,2.47,0
46.45,39.99,105.77,2.55,0
50.3,56.91,86.99,2.75,0
14.02,69.48,178.31,3.1,0
37.04,65.15,162.72,1.73,0
15.53,57.33,129.04,2.72,0
12.06,83.33,50.15,2.91,0
25.69,60.46,99.71,1.15,0
38.8,55.75,98.28,0.95,0
87.75,87.25,860.39,23.51,1
37.04,63.83,106.29,1.16,0
56.92,45.06,116.55,2.54,0
36.22,11.45,197.42,2.77,0
23.59,42.12,135.1,2.84,0
53.08,31.76,107.23,2.73,0
16.61,62.82,131.33,1.84,0
44.3,85.25,131.47,4.0,0
50.88,51.8,93.53,2.9,0
31.37,79.72,49.75,2.7,0
107.84,95.47,1893.07,42.84,1
28.73,59.47,83.7,1.77,0
59.77,103.82,1316.49,42.86,1
28.52,40.34,179.85,1.34,0
81.21,52.97,1890.03,14.91,1
38.5,74.67,127.62,2.31,0
55.68,67.52,226.88,1.58,0
33.67,35.28,201.1,1.38,0
35.36,51.21,162.75,2.22,0
55.87,51.83,31.37,2.82,0
45.14,23.12,125.91,3.97,0
22.61,78.07,165.44,3.77,0
47.69,60.86,148.8,2.69,0
63.36,37.89,152.67,2.51,0
42.49,23.88,105.07,1.73,0
51.9,44.72,127.55,3.77,0
55.22,58.88,86.2,3.53,0
46.98,38.97,135.69,2.32,0
58.21,25.16,111.74,-0.29,0
27.55,29.44,133.08,3.0,0
39.37,26.94,124.19,1.85,0
41.47,34.91,135.12,3.31,0
57.66,10.93,49.44,1.95,0
40.5,55.25,144.26,2.28,0
48.98,63.22,35.34,1.06,0
49.17,10.69,165.07,1.89,0
25.94,64.61,139.57,0.59,0
60.66,29.86,65.7,1.44,0
36.58,35.83,103.58,4.06,0
23.78,63.88,66.68,3.48,0
30.63,67.22,147.86,2.44,0
44.46,26.49,129.52,0.74,0
44.37,49.16,96.51,2.35,0
95.86,133.45,1851.49,26.11,1
37.66,26.86,135.5,1.72,0
81.05,57.89,196.29,0.81,0
37.86,44.81,98.78,2.67,0
49.25,47.15,89.56,0.71,0
14.77,43.31,114.0,1.14,0
55.2,18.7,158.46,0.94,0
31.1,67.71,148.97,1.69,0
38.59,80.2,109.47,1.84,0
14.91,46.95,64.27,2.16,0
55.24,48.56,72.36,2.51,0
33.11,48.04,63.0,3.81,0
69.59,75.08,1648.42,38.3,1
59.54,49.23,184.97,1.45,0
119.92,81.97,1657.64,31.92,1
48.81,49.03,211.54,1.6,0
43.24,49.02,104.23,2.79,0
39.95,45.73,108.63,1.19,0
48.94,36.42,178.0,1.74,0
36.82,31.18,174.26,1.94,0
43.51,55.52,153.36,2.88,0
40.12,67.7,159.71,3.87,0
60.45,59.38,121.15,0.83,0
26.76,44.4,78.63,1.28,0
41.11,64.83,211.66,1.24,0
21.41,63.75,158.29,2.35,0
36.15,59.15,166.12,2.98,0
39.76,36.34,167.59,1.23,0
48.79,41.78,114.69,2.32,0
40.15,23.1,183.81,2.0,0
29.01,42.03,102.37,4.48,0
55.67,65.34,126.44,1.3,0
102.18,104.69,796.11,39.47,1
38.07,50.96,38.2,2.79,0
28.3,46.44,226.55,1.7,0
56.27,24.39,141.79,1.38,0
13.37,58.92,61.9,2.17,0
19.3,82.98,172.08,2.87,0
2.22,90.44,141.37,1.36,1
36.43,64.78,168.27,2.48,0
34.67,89.68,99.57,-0.2,0
22.7,98.47,148.37,-0.23,1
40.14,46.56,107.36,2.73,0
19.25,35.7,83.25,2.48,0
31.62,63.53,88.23,2.12,0
20.76,77.74,81.3,3.28,0
69.54,53.5,96.64,-0.53,0
29.29,61.54,117.7,3.67,0
28.14,74.94,153.45,1.78,0
58.8,28.68,151.13,2.62,0
43.23,4.87,55.38,3.57,0
30.23,69.19,57.72,1.09,0
4.78,52.49,76.13,2.7,0
23.86,36.1,19.52,2.87,0
68.32,106.0,1300.5,23.71,1
26.63,38.19,77.44,2.02,0
20.49,31.25,147.79,1.16,0
40.89,46.83,76.39,1.98,0
43.69,75.37,96.33,2.2,0
16.0,46.58,101.41,1.58,0
27.85,-8.37,103.63,1.11,0
71.33,54.5,150.68,2.03,0
70.25,104.69,889.76,20.11,1
48.16,54.55,185.48,3.75,0
42.59,25.59,156.22,0.64,0
47.17,35.49,82.92,1.29,0
32.83,29.15,86.8,2.09,0
40.24,1.05,162.84,1.47,0
20.99,57.23,121.88,2.81,0
21.9,72.16,108.21,3.15,0
29.95,51.16,88.9,3.06,0
64.52,50.1,126.39,1.67,0
59.11,64.63,57.71,1.39,0
25.06,34.53,117.31,2.79,0
39.73,91.2,68.48,1.98,1
14.33,32.08,150.16,1.97,0
32.03,21.42,43.75,0.54,0
53.1,55.54,96.5,2.68,0
62.16,62.53,98.9,1.71,0
40.87,46.07,105.04,1.54,0
43.78,26.34,139.68,1.59,0
35.05,46.82,134.9,4.13,0
46.14,32.39,161.78,1.71,0
11.87,46.46,146.0,1.4,0
58.3,98.25,876.18,12.96,1
41.41,49.5,135.13,1.08,0
44.54,38.64,71.79,1.59,0
70.06,36.36,50.37,1.81,0
8.17,53.11,97.32,1.38,0
39.7,30.85,155.55,1.6,0
21.73,7.56,121.0,3.1,0
29.5,30.79,134.52,1.22,0
30.74,26.54,102.04,0.63,0
66.75,23.08,145.92,1.83,0
38.2,17.8,183.93,1.8,0
64.07,48.66,89.68,2.2,0
31.95,19.56,91.96,0.65,0
63.56,31.43,106.46,2.15,0
-4.8,44.43,154.81,1.49,0
46.17,53.05,147.43,3.12,0
41.52,54.75,107.06,2.46,0
32.51,62.87,180.82,2.08,0
65.29,100.46,1821.75,38.53,1
27.12,50.06,122.1,3.07,0
57.72,10.16,26.05,-0.24,0
40.87,66.92,29.2,-0.16,0
33.68,27.7,139.44,2.5,0
64.42,74.51,2005.94,40.81,1
25.82,64.75,140.94,4.36,0
48.73,20.39,171.66,1.71,0
28.71,61.56,122.16,1.88,0
65.45,55.51,157.3,0.2,0
57.15,30.43,163.81,1.07,0
48.25,69.9,113.79,2.17,0
103.33,81.48,1980.0,49.06,1
35.04,59.09,201.15,0.92,0
43.97,68.78,119.35,2.15,0
25.75,104.01,126.8,1.1,1
28.53,93.56,115.63,1.66,1
23.77,73.62,45.74,1.82,0
43.71,66.74,77.86,1.55,0
72.41,54.84,89.04,1.8,0
102.05,108.95,1096.16,40.89,1
46.27,58.64,74.56,2.99,0
56.06,44.35,117.83,2.85,0
34.49,22.16,131.48,1.34,0
62.0,41.21,85.03,0.48,0
35.55,78.82,147.97,2.56,0
53.47,61.99,145.06,2.89,0
35.84,60.3,151.61,1.86,0
50.44,53.85,51.61,2.92,0
25.47,27.12,221.15,1.15,0
35.48,5.35,134.46,2.38,0
26.82,27.14,99.68,1.66,0
28.72,84.47,105.99,3.3,0
28.79,29.72,175.36,1.7,0
47.63,10.51,126.73,2.65,0
60.2,38.51,142.71,1.59,0
68.45,79.75,83.78,2.13,0
51.97,35.47,124.34,3.63,0
5.72,39.12,116.01,2.44,0
24.67,53.16,92.94,0.62,0
12.77,32.69,171.04,2.11,0
24.46,67.52,110.07,1.74,0
56.61,68.73,124.14,1.36,0
39.7,24.27,185.51,1.26,0
54.23,34.92,106.5,1.55,0
20.11,58.94,138.25,0.72,0
95.65,84.38,647.31,36.34,1
44.47,46.6,109.87,3.05,0
59.61,66.3,95.31,1.8,0
40.26,46.11,148.87,1.99,0
67.6,25.4,130.36,1.88,0
31.39,88.42,163.43,1.75,0
50.47,73.14,47.37,2.72,0
42.28,77.4,141.93,1.0,0
55.37,43.43,160.19,2.88,0
56.13,11.11,122.14,2.84,0
83.04,91.51,1492.39,24.33,1
24.04,35.1,115.32,1.44,0
